day,infected_population,recovered_population,city_id,data_role
31,42.554131936256304,1040.248249448553,city1,evaluation_only
32,47.967751762305845,1045.373335273988,city1,evaluation_only
33,49.223424913658654,1050.503042249039,city1,evaluation_only
34,49.88504217204727,1057.9858531866205,city1,evaluation_only
35,42.78780838069344,1067.518843618448,city1,evaluation_only
36,42.29668448187985,1075.110040920296,city1,evaluation_only
37,42.29652850429728,1081.5867878328868,city1,evaluation_only
38,37.159389967254384,1090.3514387503221,city1,evaluation_only
39,40.54574033411634,1091.988756301587,city1,evaluation_only
40,36.838784064838016,1101.6240212749503,city1,evaluation_only
41,35.99639096655258,1107.6956606653869,city1,evaluation_only
42,32.031532122461066,1112.583845351596,city1,evaluation_only
43,35.325944447588526,1114.879824231614,city1,evaluation_only
44,34.55449104809894,1121.9385719057157,city1,evaluation_only
45,32.16714103970698,1128.0995857684609,city1,evaluation_only
46,32.15011667265137,1134.8181167376133,city1,evaluation_only
47,33.85624381287381,1136.6869944535856,city1,evaluation_only
48,33.93258871970546,1140.32103219718,city1,evaluation_only
49,31.43091191880861,1147.1570638696523,city1,evaluation_only
50,27.302278938602377,1153.1150864413896,city1,evaluation_only
51,22.56525325021482,1159.8585516253975,city1,evaluation_only
52,22.256297266563934,1163.0967080536227,city1,evaluation_only
53,20.364347359236394,1166.1915655488692,city1,evaluation_only
54,19.73306406550246,1170.325816735059,city1,evaluation_only
55,18.041222480152307,1173.6493271999575,city1,evaluation_only
56,15.932053174408045,1177.1485114316597,city1,evaluation_only
57,16.709301802784363,1178.2913710289345,city1,evaluation_only
58,16.626759515696627,1180.0234866167243,city1,evaluation_only
59,14.369862627871898,1184.793621462586,city1,evaluation_only
60,12.984608558680248,1186.9215866788347,city1,evaluation_only
