day,infected_population,recovered_population,city_id,data_role
31,943.0294891405161,3157.6826762065098,city9,evaluation_only
32,946.925217781022,3294.9144027253215,city9,evaluation_only
33,918.9417442334758,3439.460458040155,city9,evaluation_only
34,925.6035613957406,3572.4633988931955,city9,evaluation_only
35,930.1889398118645,3698.2533655426455,city9,evaluation_only
36,909.7524442089759,3825.132462731409,city9,evaluation_only
37,907.9465845440279,3950.8840139509207,city9,evaluation_only
38,883.1048814071269,4078.7417971476184,city9,evaluation_only
39,866.8974782385864,4197.010426385252,city9,evaluation_only
40,846.6016160160798,4316.036577528958,city9,evaluation_only
41,825.9944724618935,4429.060095479395,city9,evaluation_only
42,784.983369578218,4548.745854606625,city9,evaluation_only
43,768.3653907468869,4650.082800306484,city9,evaluation_only
44,735.2271624869086,4771.578123077507,city9,evaluation_only
45,706.6835209863984,4872.971345866226,city9,evaluation_only
46,694.9487419520741,4971.458910491911,city9,evaluation_only
47,679.0172930759859,5062.06733016085,city9,evaluation_only
48,645.1899964221384,5155.327451116136,city9,evaluation_only
49,642.1580110220558,5225.787385307218,city9,evaluation_only
50,629.3887051322235,5319.4469588071115,city9,evaluation_only
51,607.07625629353,5404.353077893438,city9,evaluation_only
52,594.4825640828067,5477.781325401215,city9,evaluation_only
53,586.0939626777654,5562.9098433622785,city9,evaluation_only
54,568.2002278241494,5645.31860932119,city9,evaluation_only
55,568.6442180050341,5708.540216375605,city9,evaluation_only
56,541.9895475171195,5785.602766537965,city9,evaluation_only
57,521.5521738511575,5856.581072848296,city9,evaluation_only
58,505.9570211312959,5937.6477361373645,city9,evaluation_only
59,470.34987579704773,6019.488564994121,city9,evaluation_only
60,461.2676348701684,6087.142258447828,city9,evaluation_only
