day,infected_population,recovered_population,city_id,data_role
31,546.6535606025137,2151.7320036000583,city7,evaluation_only
32,544.2387038249105,2236.262297536897,city7,evaluation_only
33,541.1639077268848,2306.504693585722,city7,evaluation_only
34,557.000072319666,2376.1171232919314,city7,evaluation_only
35,561.4603397254627,2441.469409038714,city7,evaluation_only
36,562.6176418274337,2512.490657708919,city7,evaluation_only
37,561.8918431228614,2585.124114228177,city7,evaluation_only
38,548.0039681573447,2657.725293668317,city7,evaluation_only
39,512.8139431744916,2734.8050916757315,city7,evaluation_only
40,501.55790429588285,2793.272288331461,city7,evaluation_only
41,488.8522942449183,2860.6171003469162,city7,evaluation_only
42,479.96804124498516,2920.6376356981423,city7,evaluation_only
43,466.7648580809247,2984.7044552349785,city7,evaluation_only
44,464.77516190923797,3042.889529541883,city7,evaluation_only
45,452.3482182724805,3107.460684323516,city7,evaluation_only
46,427.49371995824555,3179.949817331223,city7,evaluation_only
47,404.9840186346332,3247.32341992803,city7,evaluation_only
48,400.9571014364638,3300.0739397393017,city7,evaluation_only
49,386.6699623105119,3358.6240450962114,city7,evaluation_only
50,353.2972932355744,3416.613186526874,city7,evaluation_only
51,356.6047787335317,3458.876963927531,city7,evaluation_only
52,348.7792658278746,3511.367526320951,city7,evaluation_only
53,335.6025297018858,3560.4839183797385,city7,evaluation_only
54,344.170965510016,3598.0899270543355,city7,evaluation_only
55,351.37539594257214,3638.82478324278,city7,evaluation_only
56,330.42533995537684,3687.4260079686524,city7,evaluation_only
57,311.4144644613771,3734.992681210998,city7,evaluation_only
58,292.61239236331943,3783.6985060254074,city7,evaluation_only
59,281.71661073494585,3828.2090663693016,city7,evaluation_only
60,283.9310342241448,3868.444248761751,city7,evaluation_only
