day,infected_population,recovered_population,city_id,data_role
31,576.0177275907174,1223.0264173571554,city7,evaluation_only
32,572.9319134890808,1316.4392603487988,city7,evaluation_only
33,590.2325823782265,1422.3549278773314,city7,evaluation_only
34,592.5886609240118,1518.1250897684426,city7,evaluation_only
35,630.0384058777202,1595.5196587280443,city7,evaluation_only
36,675.9625887877887,1677.4506421694305,city7,evaluation_only
37,714.0640412640593,1771.7601808883944,city7,evaluation_only
38,740.4698189951246,1874.830339934174,city7,evaluation_only
39,762.364989104135,1995.1616950846133,city7,evaluation_only
40,783.0917671432417,2119.5909714977033,city7,evaluation_only
41,815.0252617507628,2237.2820547805136,city7,evaluation_only
42,860.9722066237141,2365.6405287530847,city7,evaluation_only
43,936.1938869918038,2490.6172943896054,city7,evaluation_only
44,984.5626142417233,2623.9636034594764,city7,evaluation_only
45,1065.6286428412375,2752.617827553637,city7,evaluation_only
46,1115.9624705439326,2925.084178573079,city7,evaluation_only
47,1137.2498739778382,3116.4139446604327,city7,evaluation_only
48,1198.1190577962122,3266.9703939109404,city7,evaluation_only
49,1260.5042403420396,3444.9356287430405,city7,evaluation_only
50,1301.4564462172864,3646.4844021684758,city7,evaluation_only
51,1374.9963198779733,3824.127796949328,city7,evaluation_only
52,1426.2187167287268,4018.119659845774,city7,evaluation_only
53,1532.6713674470916,4219.094665980341,city7,evaluation_only
54,1597.174446856492,4459.037556478706,city7,evaluation_only
55,1686.0832860312796,4697.829264259823,city7,evaluation_only
56,1755.0690228976853,4945.181888438093,city7,evaluation_only
57,1844.7467907038306,5182.920693749152,city7,evaluation_only
58,1950.3243613343727,5406.19099751379,city7,evaluation_only
59,2044.1464174410205,5689.135702686519,city7,evaluation_only
60,2111.7009536432292,5978.739059479021,city7,evaluation_only
