day,infected_population,recovered_population,city_id,data_role
31,1018.186863054282,2398.0487128379727,city10,evaluation_only
32,1080.843497818371,2534.2083837513314,city10,evaluation_only
33,1170.709536141069,2673.6548722432176,city10,evaluation_only
34,1235.0736974390823,2824.5388987268066,city10,evaluation_only
35,1309.220660258906,2998.8015807806223,city10,evaluation_only
36,1330.985532757086,3205.8565560785596,city10,evaluation_only
37,1416.9142722204638,3391.5873185931846,city10,evaluation_only
38,1454.7504131315718,3601.071136305088,city10,evaluation_only
39,1497.191874094958,3810.412361292282,city10,evaluation_only
40,1545.739860499661,4024.9773542239873,city10,evaluation_only
41,1613.720920084362,4238.821458065243,city10,evaluation_only
42,1678.2780011514603,4486.531654162049,city10,evaluation_only
43,1753.7649757274125,4743.633374948299,city10,evaluation_only
44,1856.8061606719864,4982.755275342145,city10,evaluation_only
45,1943.6663228906314,5252.697171759557,city10,evaluation_only
46,2046.0070824997938,5520.370488037237,city10,evaluation_only
47,2141.3466222944035,5830.670783982197,city10,evaluation_only
48,2215.127048216161,6133.864912371161,city10,evaluation_only
49,2282.4168156335613,6479.522965997452,city10,evaluation_only
50,2396.0509198922377,6788.061778272698,city10,evaluation_only
51,2463.0457355410954,7127.476526709988,city10,evaluation_only
52,2580.3621954701507,7463.986385826766,city10,evaluation_only
53,2704.304831664278,7838.120560595606,city10,evaluation_only
54,2799.786098612321,8212.80588077606,city10,evaluation_only
55,2843.2825514420147,8640.0514102885,city10,evaluation_only
56,2955.023536436507,9032.881849759422,city10,evaluation_only
57,3022.4395179720846,9469.21674681923,city10,evaluation_only
58,3135.120262460167,9895.079044406668,city10,evaluation_only
59,3244.742431343031,10330.772370756553,city10,evaluation_only
60,3423.873925263273,10742.68018881837,city10,evaluation_only
