day,infected_population,recovered_population,city_id,data_role
31,546.6896486346292,1100.3536014974518,city6,evaluation_only
32,545.6475477710076,1181.1671813357846,city6,evaluation_only
33,597.1118390233637,1268.9450311124494,city6,evaluation_only
34,594.7105904620479,1364.5413165501984,city6,evaluation_only
35,649.551706834905,1443.686692182382,city6,evaluation_only
36,669.519135012985,1546.810650683904,city6,evaluation_only
37,688.1832909740875,1646.5327920283705,city6,evaluation_only
38,713.5978353283562,1754.2172735635531,city6,evaluation_only
39,764.3749504485463,1869.3811048230975,city6,evaluation_only
40,833.4767384132518,1965.758793651534,city6,evaluation_only
41,855.1453180220208,2088.2217178504116,city6,evaluation_only
42,890.8844085608354,2215.7685231494665,city6,evaluation_only
43,919.7015846100593,2363.7437306853603,city6,evaluation_only
44,966.6921236519192,2497.4590001578667,city6,evaluation_only
45,981.8366177501764,2645.044912857754,city6,evaluation_only
46,1039.3941996072995,2787.2363441480843,city6,evaluation_only
47,1066.8252938794856,2944.8687009139617,city6,evaluation_only
48,1137.557870132589,3089.8220004233776,city6,evaluation_only
49,1234.9151158978202,3233.1763329828095,city6,evaluation_only
50,1321.0489714586934,3394.8294996825434,city6,evaluation_only
51,1396.2246194624383,3569.7204206230936,city6,evaluation_only
52,1447.8231435877062,3770.4540543900075,city6,evaluation_only
53,1491.7896526574827,3986.1706402535856,city6,evaluation_only
54,1586.3388469752758,4185.175349245066,city6,evaluation_only
55,1634.5226918784829,4416.588078606406,city6,evaluation_only
56,1697.8070644816016,4643.922259642453,city6,evaluation_only
57,1797.2177667834392,4889.440747447044,city6,evaluation_only
58,1876.1926583217203,5146.837077526368,city6,evaluation_only
59,1996.7141246086176,5396.8542837577725,city6,evaluation_only
60,2060.9823245575576,5708.238337867135,city6,evaluation_only
