day,infected_population,recovered_population,city_id,data_role
1,91.71032872617565,15.588223711164506,city7,dellma_input
2,113.33397999948745,34.07059370431298,city7,dellma_input
3,126.51501149505943,56.63688494026392,city7,dellma_input
4,132.30652827583376,76.16545948789968,city7,dellma_input
5,138.93884088388907,93.42482731951337,city7,dellma_input
6,152.0573615111053,111.71168103576072,city7,dellma_input
7,167.1610984883812,132.93155327284725,city7,dellma_input
8,173.8157528915066,155.0622790864887,city7,dellma_input
9,197.45344401129566,173.3135053634086,city7,dellma_input
10,215.26868508361343,195.53501742969144,city7,dellma_input
11,219.73653788121172,228.9202618026919,city7,dellma_input
12,227.65647023858145,267.96063198741984,city7,dellma_input
13,242.46478326645612,304.2818375454212,city7,dellma_input
14,254.16838930638698,332.3054061562548,city7,dellma_input
15,264.15060388642934,362.9636349493709,city7,dellma_input
16,275.62427204839537,401.50380148779294,city7,dellma_input
17,288.515657550872,436.75016964035814,city7,dellma_input
18,300.4248335409421,475.61639692532395,city7,dellma_input
19,316.83649848137526,513.5913690094123,city7,dellma_input
20,324.7988628840534,562.4729551118523,city7,dellma_input
21,363.5104896000618,603.9622910056459,city7,dellma_input
22,376.36042100525685,657.9317198726084,city7,dellma_input
23,385.2584651457538,719.7906602462575,city7,dellma_input
24,402.4751633502173,779.4190691665218,city7,dellma_input
25,405.8378609891043,851.4653062235951,city7,dellma_input
26,413.618344629577,921.1076959391937,city7,dellma_input
27,455.3299386660146,965.1419972173592,city7,dellma_input
28,466.3185379566621,1027.826518307291,city7,dellma_input
29,508.72606648895686,1091.0324986156043,city7,dellma_input
30,541.8433558053448,1163.0100705099917,city7,dellma_input
