day,infected_population,recovered_population,city_id,data_role
1,51.25849473660489,9.783291444541112,city5,dellma_input
2,61.76423908994823,15.57447352631368,city5,dellma_input
3,67.44465978628035,25.893437331819943,city5,dellma_input
4,83.26240998808929,35.4360799850046,city5,dellma_input
5,81.25392480032879,51.889356915815824,city5,dellma_input
6,90.13511626095197,60.5011953622836,city5,dellma_input
7,93.15027526221652,70.09875434747438,city5,dellma_input
8,105.85505962718713,81.58308231312176,city5,dellma_input
9,97.7891138633196,105.30120426709519,city5,dellma_input
10,107.90063163233131,116.47114247320792,city5,dellma_input
11,121.87957532027346,127.05986968587831,city5,dellma_input
12,123.42362181314182,145.5697255949288,city5,dellma_input
13,125.44728710857902,166.85717197874348,city5,dellma_input
14,125.83916823871101,186.59318153336648,city5,dellma_input
15,129.2037957154862,205.06315219976426,city5,dellma_input
16,148.17281307340025,216.11414584144183,city5,dellma_input
17,162.80977705630522,238.18541520633528,city5,dellma_input
18,163.2105489049918,260.20999683301153,city5,dellma_input
19,162.4467255438358,290.3971719230448,city5,dellma_input
20,179.16538585336602,308.83417431535383,city5,dellma_input
21,177.82789616374077,333.849172857114,city5,dellma_input
22,193.25093223943395,350.6579850198268,city5,dellma_input
23,218.69752654275314,374.10279350984223,city5,dellma_input
24,229.01835496700534,408.87588150997254,city5,dellma_input
25,248.12725849127904,438.3462768210229,city5,dellma_input
26,257.9055317253964,477.32633742531243,city5,dellma_input
27,277.1045536543377,511.56413549528713,city5,dellma_input
28,276.70754067470637,556.7103269421721,city5,dellma_input
29,299.2582860642064,593.6430345490305,city5,dellma_input
30,298.11952520182626,640.5935996820942,city5,dellma_input
