day,infected_population,recovered_population,city_id,data_role
1,144.06829447801925,10.515856129238271,city8,dellma_input
2,161.75997574737713,30.23612702937226,city8,dellma_input
3,176.1877784556752,57.29603025764312,city8,dellma_input
4,194.5797282814599,87.16800357249302,city8,dellma_input
5,189.2241747020381,120.63030552686966,city8,dellma_input
6,198.75968343846213,147.55181237116452,city8,dellma_input
7,213.30024858760876,176.07222938181974,city8,dellma_input
8,218.2915904112663,205.08007974443632,city8,dellma_input
9,241.40213040801356,230.3312768504158,city8,dellma_input
10,251.92271851293216,271.299291628398,city8,dellma_input
11,264.7889354061335,306.91151566988407,city8,dellma_input
12,288.8798690662557,340.27897698530944,city8,dellma_input
13,310.4004644512501,377.01504709667756,city8,dellma_input
14,327.35609263214604,419.73560358332526,city8,dellma_input
15,315.16157035773773,464.1592174038547,city8,dellma_input
16,357.967762308593,494.5795720886469,city8,dellma_input
17,363.1354368284796,549.091297328367,city8,dellma_input
18,387.87825199455506,594.3256196524808,city8,dellma_input
19,406.3853758663846,644.3495335072785,city8,dellma_input
20,412.28614042363205,707.9431612014387,city8,dellma_input
21,446.91019180712846,768.2692223758729,city8,dellma_input
22,472.41724261949696,831.4853812998441,city8,dellma_input
23,497.09193339381903,898.9837570103651,city8,dellma_input
24,521.8088032460596,968.5797724649747,city8,dellma_input
25,566.0100064454172,1037.1770187964291,city8,dellma_input
26,588.8211689365227,1126.3723729184815,city8,dellma_input
27,636.3724686033811,1192.350232682388,city8,dellma_input
28,659.9232873227016,1291.5103611101144,city8,dellma_input
29,694.1028758475071,1384.462871011093,city8,dellma_input
30,718.6780438714441,1492.2986697954268,city8,dellma_input
