day,infected_population,recovered_population,city_id,data_role
1,15.12170654001263,2.2703046984889887,city1,dellma_input
2,19.899248957244527,4.827907906805003,city1,dellma_input
3,19.08342574374227,8.350863953673946,city1,dellma_input
4,19.08086245861187,11.548813861918314,city1,dellma_input
5,23.09716666469283,9.231873512290818,city1,dellma_input
6,20.88277287157021,13.380263085715047,city1,dellma_input
7,24.442772031563987,18.38043443141921,city1,dellma_input
8,23.260565843322276,23.32511947211093,city1,dellma_input
9,20.05866561896216,30.096417258792464,city1,dellma_input
10,21.75923703209067,34.342758993315634,city1,dellma_input
11,22.993735247482665,36.8055439160793,city1,dellma_input
12,22.059354460761085,37.895996293073715,city1,dellma_input
13,24.685827308623992,42.68609145037789,city1,dellma_input
14,30.009482366603272,43.945679696043776,city1,dellma_input
15,27.6781385020421,47.36311401140009,city1,dellma_input
16,29.377443473120675,52.85818053134122,city1,dellma_input
17,27.201571710552038,58.66796662172582,city1,dellma_input
18,25.45550169515803,62.6171844717069,city1,dellma_input
19,31.95816000033926,65.03011162316943,city1,dellma_input
20,33.00318933325378,71.31043875890406,city1,dellma_input
21,35.57971158739942,76.84886111174866,city1,dellma_input
22,31.896695783799426,79.82834549556434,city1,dellma_input
23,34.159886151777584,83.35616652477576,city1,dellma_input
24,34.642911614401164,90.3109239976272,city1,dellma_input
25,33.61607371319179,98.05594482193389,city1,dellma_input
26,32.89062003284152,107.10128073230635,city1,dellma_input
27,35.82497875643248,110.44220287059937,city1,dellma_input
28,36.759838134529936,118.1754961692077,city1,dellma_input
29,34.287328646432165,127.83749615858574,city1,dellma_input
30,39.263543756488325,134.05969857089605,city1,dellma_input
