tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf,cluster_id
9.3040972346785,4.90252411201167,3.04754072762177,1.36935735529605,5.06781210427845,-1.94005842705193,-1.87274168559721,-1.25501199162931,0.41344056837935,0.862414076352903,0.562139050527675,0.781759910653126,-0.0059574643260369,stable,1
9.34612594367674,7.92002984757187,2.33527630767662,3.26918132842386,4.58117391713639,-1.10675268019072,-1.74707763942746,-1.72734359751821,0.836076237689777,0.713253578090513,0.161517853668334,0.515983284965043,0.0413744064662021,unstable,1
7.38317662850136,5.25317348290767,0.92451657169658,0.744899381035951,3.97610467765583,-1.42921878649353,-1.42495107828332,-1.12193481287898,0.425513660036568,0.5611657185336,0.139627347493963,0.076750679144545,-0.026877869998716,stable,1
4.35222308100356,4.95951535644772,7.12965669810187,3.80154992894169,4.27731258520936,-1.55141866270006,-1.21690465679324,-1.50898926571606,0.799212076099723,0.626340694692415,0.760878961771054,0.504879871496597,0.074753573664854,unstable,1
5.15020757152322,6.97037738335149,9.90406212069881,1.08482815456977,4.27491405755306,-1.56208863399057,-1.07971978081579,-1.6331056427467,0.690585361395691,0.68239335794254,0.808117505104733,0.481229080866883,0.0416894264810565,unstable,1
5.34140595787752,7.43879122360026,7.63658719677568,3.31298499437135,4.36683107246478,-1.87613827333384,-1.11484648877431,-1.37584631035663,0.378846094504304,0.896404340193032,0.478029595147583,0.734624620829408,0.0596550269561902,unstable,1
4.61926951420447,2.94415393355754,9.97102290267202,1.68178884195779,3.7439682057359,-1.13430772115339,-1.18131269458461,-1.4283477899979,0.367215290653648,0.0969923660876893,0.917105771422584,0.523630290638478,-0.0003615566714339,stable,1
9.03128158343362,5.50105436619242,4.79672076876771,1.10835474900228,5.04338065721232,-1.84188562717435,-1.48244462745436,-1.71905040258361,0.880337103410238,0.337439985722041,0.58695593721943,0.822864102796789,0.0117036646279851,unstable,1
4.49956953416833,4.82597508832392,0.563290827236278,0.766406706687761,4.53203165087263,-1.6384152163679,-1.8758409598653,-1.01777547463943,0.442322846737483,0.129092063733645,0.350993737472122,0.633641912992706,-0.0344467633539024,stable,1
2.95723900142198,7.98937459291486,3.8034504848481,3.53837719183596,4.56132593911753,-1.55862522221361,-1.62046347485009,-1.38223724205383,0.701205085498666,0.646816015174466,0.280255092490107,0.850290271456535,0.0310265038384077,unstable,1
7.98369659763934,5.01392464914408,8.83200107807614,1.09641361870235,4.04337985653615,-1.23944097347135,-1.77987872610779,-1.02406015695701,0.798566642559791,0.468871748876303,0.647609008091347,0.953867816023116,0.0249806946170817,unstable,1
5.27640202251348,5.93014375274808,3.82474747866434,2.93577003027309,4.12440021992325,-1.26099597170262,-1.40377292378932,-1.45963132443131,0.693814083560006,0.625105850279447,0.41277133491834,0.646784067499338,0.0541237844802887,unstable,1
6.06160137835037,9.76426957208551,1.67030194409804,2.42632592787256,4.78121801572336,-1.29507285169971,-1.84667855830892,-1.63946660571473,0.501965648446954,0.691036827880309,0.345429225404519,0.872048153861096,-0.0029644563957724,stable,1
1.03183580058891,8.84980677496971,1.76382741351139,3.2692968115527,4.6216722782333,-1.02109691298938,-1.92719787995176,-1.67337748529216,0.257257969459668,0.531583727919038,0.643608314904991,0.678749419827187,-0.0291585858071357,stable,1
5.69064844629755,5.80637560626256,6.26518990088522,1.1518431965388,5.55621559312387,-1.86652790692708,-1.7928191442114,-1.89686854198539,0.271208597900246,0.721082018301029,0.713273175930149,0.975824211763423,0.0272987419995301,unstable,1
7.52197769957477,7.03203911136965,1.00039311815348,1.92054200878093,4.48079950128176,-1.49359349726319,-1.65575911244268,-1.33144689157589,0.772430969771429,0.0884127054144116,0.869853111821399,0.434588020184485,-0.0414921905335591,stable,1
3.17135690422354,0.740372815864766,9.88027838859709,1.14891484062895,5.48282326340951,-1.98422597279085,-1.52842433492837,-1.97017295569029,0.0569417307211366,0.808285138769853,0.907384148148119,0.126883961966757,-0.0330414621334069,stable,1
6.8001644493956,1.20744966619597,4.32274491687124,1.77298870833766,4.63260799510303,-1.14752334605254,-1.59599716889022,-1.88908748016027,0.484776786919801,0.442254316408504,0.735396892594721,0.762264098903869,-0.0104703362388516,stable,1
8.30732338191463,0.869333506325271,3.68580271220721,2.66625945522479,4.54743688895954,-1.35925204332819,-1.81735524837874,-1.37082959725261,0.581015737133289,0.15807505725412,0.527870044883401,0.375293650324193,-0.0240270274866384,stable,1
2.72752024291087,8.42275928975015,5.80368948758335,0.830777792353474,4.3207218774698,-1.63028300148426,-1.87412075176525,-0.816318124220287,0.48019511904632,0.615761361860404,0.299650341644491,0.0940824440268532,-0.0113910393892816,stable,1
5.05420265993723,8.1209014485029,2.48412425038627,4.22976252657744,5.28982185183708,-1.73925497280068,-1.70981231861479,-1.84075456042161,0.192439881412085,0.260270601383816,0.580973613607679,0.608890851386168,-0.0161591766410579,stable,1
9.27648679438308,2.38425519083875,6.66181861544978,3.53341114754097,4.39436169138607,-1.29429798062395,-1.2790335153539,-1.82103019540822,0.0776149908974464,0.0648685055261431,0.810503809520545,0.523176317280656,0.0015563627179322,unstable,1
9.98289860434847,1.14693798230874,9.25856562455837,4.7276666058544,4.92340095041825,-1.61533557584604,-1.8490154099131,-1.45904996465911,0.747735402988303,0.579540043851678,0.468930431142684,0.180489547180269,0.0095445649071788,unstable,1
8.48159349184592,6.13512152691373,5.81289884054522,4.88224910352819,4.42868858361896,-1.46423283615726,-1.47687912018908,-1.48757662727262,0.91142057428779,0.561896131949673,0.517413658698037,0.864818182079555,0.0838783125128062,unstable,1
1.54186389957085,1.12072440108174,7.7777545365748,2.64132437743269,4.39099543081579,-1.38190958818675,-1.23232613824119,-1.77675970438785,0.326854787059925,0.341446212401354,0.320015666202193,0.182357402788438,-0.0496540228407839,stable,1
2.5329700589799,6.70329850372694,8.01183216693219,3.2496195615116,4.27883775538984,-1.38857668090297,-1.45813261654828,-1.43212845793859,0.555314148369817,0.786407442675658,0.513784246462741,0.169981454133722,0.0266156408783873,unstable,1
1.09976995845427,5.99841037894344,6.9901286147089,2.08308459829327,4.50263615006253,-0.894959250149107,-1.63221716993131,-1.97545972998211,0.246434896141595,0.8525003753331,0.528198084300236,0.683598652810848,0.0192766514046417,unstable,1
3.71185247265795,2.03521231827178,5.43586005135506,1.66365371537646,4.92886987919607,-1.84276469311788,-1.7720730468769,-1.31403213920129,0.944965276170042,0.771023377079607,0.850236554656089,0.714447638397295,0.0603255927080791,unstable,1
2.18827120816197,1.22166381646973,0.908972279312438,3.76855396181517,5.11909242221337,-1.4896253948475,-1.7589074471122,-1.87055958025367,0.171281738542882,0.209545433965527,0.493824892172718,0.692983878972097,-0.0448079757905784,stable,1
1.20535385157178,6.99504458298479,5.93086001679751,2.52385579328032,5.23012748826456,-1.7550473671254,-1.56792728699233,-1.90715283414683,0.861961442184024,0.202768378123748,0.848372629055938,0.739993362106383,-0.002037770807448,stable,1
6.2825949923215,9.00370788947971,2.61320787476114,3.90169947260676,4.50926162708049,-1.018220081532,-1.52602896384163,-1.96501258170686,0.40445737145801,0.990598499940495,0.544358037270816,0.2936946025695,0.0337726838134113,unstable,1
2.44994848324423,8.26217896975768,7.51461313911171,1.14705379195694,4.25958926933035,-1.91800298774142,-1.76789465753422,-0.573691624054709,0.89744520046865,0.528975167581297,0.494539978032112,0.293351470300306,-0.0042064653636824,stable,1
9.19613592877973,9.38683559321385,8.24663699012224,5.05218320832957,4.55847439946376,-1.3138442949516,-1.81506914275995,-1.42956096175221,0.183058072411151,0.823492283707702,0.605477929041387,0.271570674924712,0.0499627949701385,unstable,1
7.95114257355127,5.3969066109721,2.58602589988027,0.953997438057791,4.06992815884677,-1.91106185567747,-0.872840909687476,-1.28602539348182,0.364264718646315,0.400648271665745,0.26225971410894,0.112289649474336,-0.0302343355378839,stable,1
7.19412932926023,7.50090635002304,1.04359820446327,0.780260326858435,4.21397332695461,-1.89719114995815,-1.73273821694487,-0.584043960051588,0.175561254427284,0.0779726081863442,0.392257739180938,0.121337080739699,-0.054231386582264,stable,1
4.3822446098013,4.97230699959378,9.14135239256967,3.42642693621678,4.84414998496016,-1.45216240901357,-1.71070979863143,-1.68127777731516,0.89244631894242,0.944584738813126,0.3060885645939,0.87035504484448,0.0797941805463901,unstable,1
4.8510678546208,6.43343839710259,8.37085126499056,0.577057213252387,3.97016010318982,-1.53328243840405,-0.979517730319314,-1.45735993446646,0.976273596804333,0.764920292332779,0.390748056335608,0.293938219485522,0.0456372601814321,unstable,1
6.27249450112967,2.87329351296856,8.390792574598,3.06560269883324,4.87221362557177,-1.44297505174973,-1.88676309417208,-1.54247547964996,0.455172292948393,0.546527969095045,0.848136716255806,0.419497578130283,0.0325900749925196,unstable,1
5.41559414088228,7.32884186939868,1.88059883571856,2.71199533344093,4.98659947720554,-1.69934202744877,-1.72426677420386,-1.56299067555291,0.676422223426185,0.51341870370733,0.692913280499467,0.751074165365927,0.024726653664483,unstable,1
6.55637436034989,5.59166927385497,4.37179461759379,3.93963570307149,4.69512555241707,-1.70231792538158,-1.40655741713967,-1.58625020989582,0.540497118467124,0.261828701823791,0.0843665052493371,0.552801930058987,0.0046403235379612,unstable,1
5.32056829555283,8.71640388282399,1.53609547354227,3.67826601684057,4.49307642361718,-0.975992831861216,-1.68578734409262,-1.83129624766334,0.559361362133287,0.31492656653817,0.515460058895528,0.762985354226319,0.0024702032210025,unstable,1
0.923391489326884,4.31496755735875,6.12084544234016,1.26913044408477,4.53855588000447,-1.68244098519832,-1.41270404964493,-1.44341084516122,0.15355883624097,0.590085898726051,0.314436694440154,0.933402477970342,-0.0339758492415712,stable,1
2.34930233640493,7.46676022499631,0.560385977186868,3.66398419939007,5.08268353304526,-1.72737491643927,-1.72723653327074,-1.62807208333525,0.196556114246583,0.895618123308739,0.476498242965562,0.946786832251169,0.0090121306805527,unstable,1
6.48735299416073,9.65074871006266,3.18033360192834,1.41781418258575,4.08330467502884,-1.71322918427443,-1.0878681072603,-1.28220738349411,0.469462592005129,0.468638292650087,0.487089346111842,0.658817758996731,-0.0187199405149923,stable,1
6.52552522137581,9.50803735977465,2.10542625292185,4.6087822958591,5.65548739956901,-1.81323077776134,-1.84844238882244,-1.99381423298523,0.541402090886453,0.356416358629753,0.240625852112506,0.640548237667927,0.0161584668300016,unstable,1
5.21221558103319,2.04161852540794,0.766810595990496,2.77171999656257,4.6121571231937,-0.880846987798356,-1.94228243977999,-1.78902769561535,0.330926100483699,0.91440657021856,0.72372385947535,0.17063432012647,-0.0244916716136113,stable,1
